1622.4663	107.85938
1621.1204	107.85938
1619.7725	109
1618.4261	89.859375
1617.0778	104
1615.7311	102
1614.3822	101.85938
1613.0333	100.85938
1611.6859	94.859375
1610.3364	105.85938
1608.9868	111
1607.6371	94
1606.2888	103
1604.9385	101.85938
1603.588	103.85938
1602.2374	103
1600.8865	87.859375
1599.5354	102.85938
1598.1841	104.85938
1596.8325	96
1595.4808	99
1594.1289	110.85938
1592.7767	107
1591.4243	103
1590.0718	105.85938
1588.7189	96.859375
1587.3658	96
1586.0109	94.859375
1584.6575	99
1583.3037	98.859375
1581.95	93.859375
1580.594	99
1579.2397	94
1577.8834	96.859375
1576.5287	94
1575.1737	106
1573.8168	106
1572.4614	95
1571.104	88
1569.7483	106
1568.3904	95
1567.0323	102
1565.676	97.859375
1564.3175	99.859375
1562.9607	98
1561.6018	92.859375
1560.2427	102
1558.8834	103
1557.5256	102
1556.1659	94
1554.8059	98.859375
1553.4458	106.85938
1552.0854	105
1550.7249	104.85938
1549.364	88
1548.0029	98.859375
1546.6417	99
1545.2803	90.859375
1543.9186	98
1542.5566	99.859375
1541.1946	110
1539.8323	89
1538.4697	97.859375
1537.1051	98.859375
1535.7422	97.859375
1534.379	102.85938
1533.0156	102
1531.6501	89
1530.2864	102
1528.9224	104
1527.5563	103.85938
1526.1918	100.85938
1524.8252	102
1523.4603	102.85938
1522.0934	93
1520.728	93.859375
1519.3607	97.859375
1517.9949	96
1516.6271	105
1515.2609	104
1513.8927	104
1512.5242	92
1511.1573	103
1509.7885	104
1508.4193	92
1507.05	93
1505.6805	108.85938
1504.3126	94.859375
1502.9426	111.85938
1501.5724	93
1500.202	100
1498.8313	93
1497.4606	95.859375
1496.0895	99
1494.7181	105.85938
1493.3467	105
1491.975	98
1490.603	105.85938
1489.2308	100
1487.8567	105
1486.4841	91
1485.1113	109
1483.7383	92
1482.365	101.85938
1480.9897	100
1479.6161	100.85938
1478.2422	101.85938
1476.8662	99
1475.4919	100.85938
1474.1155	88.859375
1472.7407	96.859375
1471.364	99
1469.9888	103.85938
1468.6115	92.859375
1467.2358	98
1465.8582	98.859375
1464.4821	102.85938
1463.104	101
1461.7256	95.859375
1460.3489	104
1458.9701	95
1457.5911	107
1456.2137	91
1454.8342	93
1453.4546	99.859375
1452.0747	95.859375
1450.6946	102
1449.3143	99
1447.9337	104.85938
1446.553	100.85938
1445.172	106
1443.7908	100.85938
1442.4094	91
1441.0277	101
1439.6459	97
1438.2638	98.859375
1436.8815	91
1435.4989	90
1434.1162	88
1432.7333	89
1431.3483	90
1429.9648	89.859375
1428.5812	92
1427.1956	97.859375
1425.8114	98
1424.4271	90
1423.0408	97
1421.6561	101
1420.2711	99
1418.8842	92.859375
1417.4987	98
1416.1112	95
1414.7255	99.859375
1413.3375	104.85938
1411.9495	98
1410.5629	94.859375
1409.1743	84.859375
1407.7855	93
1406.3984	104
1405.0092	98.859375
1403.6198	101
1402.2319	101
1400.842	99.859375
1399.4519	96
1398.0615	92.859375
1396.671	93
1395.2802	89
1393.8892	81.859375
1392.4979	86.859375
1391.1064	101
1389.7148	87.859375
1388.3229	89
1386.9308	92
1385.5385	95
1384.1459	87.859375
1382.7532	81.859375
1381.3601	91
1379.9669	93.859375
1378.5734	89
1377.1779	98
1375.7839	83
1374.3899	88.859375
1372.9955	93
1371.5991	88.859375
1370.2043	83
1368.8074	95
1367.4121	89.859375
1366.0167	85
1364.6191	98.859375
1363.2233	95.859375
1361.8252	92
1360.4288	95
1359.0304	91.859375
1357.6337	80
1356.2347	93.859375
1354.8357	88
1353.4381	78
1352.0386	96.859375
1350.6388	92
1349.2406	84
1347.8405	89.859375
1346.4399	82
1345.0393	83
1343.6383	87
1342.239	88.859375
1340.8378	85
1339.4362	91.859375
1338.0343	90
1336.6323	88.859375
1335.23	87.859375
1333.8275	80
1332.4248	93
1331.0219	82.859375
1329.6188	95
1328.2153	85
1326.8118	86.859375
1325.4078	94.859375
1324.002	81
1322.5977	84
1321.1931	82.859375
1319.7885	95.859375
1318.3816	92
1316.9763	87.859375
1315.5709	91
1314.1653	89.859375
1312.7576	88.859375
1311.3514	89
1309.9432	87.859375
1308.5367	91.859375
1307.1281	91.859375
1305.7211	81.859375
1304.312	88
1302.9045	89.859375
1301.495	88
1300.087	83
1298.677	91
1297.2687	91
1295.8582	79.859375
1294.4475	83.859375
1293.0385	85.859375
1291.6273	87
1290.2159	90
1288.8043	86.859375
1287.3925	92
1285.9823	81
1284.5701	85
1283.1576	85.859375
1281.7448	73.859375
1280.3318	80.859375
1278.9186	87.859375
1277.5052	92.859375
1276.0916	88
1274.6777	89
1273.2635	80.859375
1271.8492	86.859375
1270.4347	85
1269.0199	79.859375
1267.6049	85
1266.1896	76
1264.7722	81
1263.3566	79
1261.9407	87.859375
1260.5244	74
1259.1062	87.859375
1257.6896	85.859375
1256.2727	82
1254.8556	81
1253.4364	87.859375
1252.0189	84
1250.5992	85
1249.1813	85
1247.7611	85
1246.3427	85.859375
1244.9221	86
1243.5032	81
1242.0822	85
1240.6628	87
1239.2413	91.859375
1237.8215	79.859375
1236.3995	112
1234.9774	89
1233.5549	83.859375
1232.1343	96
1230.7113	84
1229.2882	80.859375
1227.8649	83
1226.4432	78.859375
1225.0194	86.859375
1223.5955	87
1222.1711	95
1220.7467	90
1219.322	80.859375
1217.8971	86
1216.4719	82
1215.0465	85
1213.6208	81.859375
1212.1949	81.859375
1210.7689	74.859375
1209.3425	84
1207.916	75.859375
1206.4891	84
1205.0621	80
1203.6331	79.859375
1202.2056	90
1200.7778	80.859375
1199.3499	87.859375
1197.9198	76.859375
1196.4913	87
1195.0627	78.859375
1193.632	93.859375
1192.2028	75
1190.7734	88
1189.342	80.859375
1187.9122	80.859375
1186.4802	84.859375
1185.0499	86
