 9.26239E+01	 4.82667E+02
 9.31060E+01	 4.82667E+02
 9.35880E+01	 4.83333E+02
 9.40699E+01	 4.82333E+02
 9.45517E+01	 4.85000E+02
 9.50335E+01	 4.83667E+02
 9.55153E+01	 4.85000E+02
 9.59969E+01	 4.83000E+02
 9.64785E+01	 4.81667E+02
 9.69601E+01	 4.84333E+02
 9.74415E+01	 4.82333E+02
 9.79230E+01	 4.83667E+02
 9.84043E+01	 4.82667E+02
 9.88856E+01	 4.81000E+02
 9.93668E+01	 4.83333E+02
 9.98480E+01	 4.83000E+02
 1.00329E+02	 4.82000E+02
 1.00810E+02	 4.83667E+02
 1.01291E+02	 4.83000E+02
 1.01772E+02	 4.85000E+02
 1.02253E+02	 4.84333E+02
 1.02734E+02	 4.82333E+02
 1.03214E+02	 4.84667E+02
 1.03695E+02	 4.83000E+02
 1.04176E+02	 4.84667E+02
 1.04656E+02	 4.84000E+02
 1.05137E+02	 4.84667E+02
 1.05617E+02	 4.85333E+02
 1.06097E+02	 4.85667E+02
 1.06578E+02	 4.85667E+02
 1.07058E+02	 4.82667E+02
 1.07538E+02	 4.85667E+02
 1.08018E+02	 4.83333E+02
 1.08498E+02	 4.84000E+02
 1.08978E+02	 4.84000E+02
 1.09458E+02	 4.82667E+02
 1.09938E+02	 4.83000E+02
 1.10418E+02	 4.85333E+02
 1.10897E+02	 4.83333E+02
 1.11377E+02	 4.84333E+02
 1.11857E+02	 4.85333E+02
 1.12336E+02	 4.86333E+02
 1.12816E+02	 4.84667E+02
 1.13295E+02	 4.83667E+02
 1.13774E+02	 4.86667E+02
 1.14254E+02	 4.86000E+02
 1.14733E+02	 4.84000E+02
 1.15212E+02	 4.87333E+02
 1.15691E+02	 4.84667E+02
 1.16170E+02	 4.83667E+02
 1.16649E+02	 4.86000E+02
 1.17128E+02	 4.84333E+02
 1.17607E+02	 4.83000E+02
 1.18085E+02	 4.90667E+02
 1.18564E+02	 4.86667E+02
 1.19043E+02	 4.84667E+02
 1.19521E+02	 4.89667E+02
 1.20000E+02	 4.88333E+02
 1.20478E+02	 4.83667E+02
 1.20957E+02	 4.88333E+02
 1.21435E+02	 4.88667E+02
 1.21913E+02	 4.89000E+02
 1.22392E+02	 4.89333E+02
 1.22870E+02	 4.90000E+02
 1.23348E+02	 4.93000E+02
 1.23826E+02	 4.94000E+02
 1.24304E+02	 4.91333E+02
 1.24782E+02	 4.95000E+02
 1.25260E+02	 4.99333E+02
 1.25737E+02	 5.02667E+02
 1.26215E+02	 5.05000E+02
 1.26693E+02	 5.10667E+02
 1.27170E+02	 5.09667E+02
 1.27648E+02	 5.20000E+02
 1.28125E+02	 5.27000E+02
 1.28603E+02	 5.41000E+02
 1.29080E+02	 5.64000E+02
 1.29557E+02	 5.89000E+02
 1.30035E+02	 6.08000E+02
 1.30512E+02	 6.35333E+02
 1.30989E+02	 6.52000E+02
 1.31466E+02	 6.41000E+02
 1.31943E+02	 6.23333E+02
